method vars sample run_id time median p95 total stream warmup drift retrain_every status
Stacking-Online 2 6400 9 0.005529 0.005528 0.005544 17.694124 3200 3200 6x 100 ok
BMA 4 6400 0 0.002473 0.000056 0.000068 7.912394 3200 3200 6x 100 ok
Stacking-Online 4 6400 0 0.007881 0.007880 0.007898 25.218789 3200 3200 6x 100 ok
BMA 4 6400 1 0.002474 0.000056 0.000068 7.917801 3200 3200 6x 100 ok
Stacking-Online 4 6400 1 0.007992 0.007989 0.008015 25.574793 3200 3200 6x 100 ok
BMA 4 6400 2 0.002473 0.000055 0.000067 7.912776 3200 3200 6x 100 ok
Stacking-Online 4 6400 2 0.008012 0.008010 0.008036 25.637992 3200 3200 6x 100 ok
BMA 4 6400 3 0.002462 0.000056 0.000068 7.877553 3200 3200 6x 100 ok
Stacking-Online 4 6400 3 0.007994 0.007993 0.008017 25.582103 3200 3200 6x 100 ok
BMA 4 6400 4 0.002470 0.000056 0.000068 7.902531 3200 3200 6x 100 ok
Stacking-Online 4 6400 4 0.008042 0.008041 0.008059 25.735847 3200 3200 6x 100 ok
BMA 4 6400 5 0.002469 0.000056 0.000069 7.901923 3200 3200 6x 100 ok
Stacking-Online 4 6400 5 0.008014 0.008012 0.008038 25.643340 3200 3200 6x 100 ok
BMA 4 6400 6 0.002474 0.000056 0.000068 7.916858 3200 3200 6x 100 ok
Stacking-Online 4 6400 6 0.008020 0.008018 0.008043 25.663577 3200 3200 6x 100 ok
BMA 4 6400 7 0.002481 0.000056 0.000068 7.940211 3200 3200 6x 100 ok
Stacking-Online 4 6400 7 0.007997 0.007996 0.008019 25.589672 3200 3200 6x 100 ok
BMA 4 6400 8 0.002463 0.000056 0.000068 7.882708 3200 3200 6x 100 ok
Stacking-Online 4 6400 8 0.008019 0.008017 0.008040 25.659594 3200 3200 6x 100 ok
BMA 4 6400 9 0.002466 0.000056 0.000068 7.891784 3200 3200 6x 100 ok
Stacking-Online 4 6400 9 0.008047 0.008035 0.008066 25.750016 3200 3200 6x 100 ok
BMA 8 6400 0 0.005803 0.000056 0.000068 18.568430 3200 3200 6x 100 ok
Stacking-Online 8 6400 0 0.021451 0.021377 0.022564 68.644358 3200 3200 6x 100 ok
BMA 8 6400 1 0.005732 0.000055 0.000067 18.342060 3200 3200 6x 100 ok
Stacking-Online 8 6400 1 0.021371 0.021314 0.021433 68.386344 3200 3200 6x 100 ok
BMA 8 6400 2 0.005790 0.000056 0.000068 18.529208 3200 3200 6x 100 ok
Stacking-Online 8 6400 2 0.021435 0.021363 0.022532 68.591016 3200 3200 6x 100 ok
BMA 8 6400 3 0.005784 0.000056 0.000070 18.509401 3200 3200 6x 100 ok
Stacking-Online 8 6400 3 0.021478 0.021407 0.022596 68.728354 3200 3200 6x 100 ok
BMA 8 6400 4 0.005709 0.000055 0.000068 18.270093 3200 3200 6x 100 ok
Stacking-Online 8 6400 4 0.021409 0.021398 0.021483 68.507524 3200 3200 6x 100 ok
BMA 8 6400 5 0.005769 0.000056 0.000069 18.460591 3200 3200 6x 100 ok
Stacking-Online 8 6400 5 0.021429 0.021401 0.021496 68.572891 3200 3200 6x 100 ok
BMA 8 6400 6 0.005775 0.000056 0.000068 18.478553 3200 3200 6x 100 ok
Stacking-Online 8 6400 6 0.021417 0.021402 0.021468 68.533605 3200 3200 6x 100 ok
BMA 8 6400 7 0.005782 0.000056 0.000069 18.503582 3200 3200 6x 100 ok
Stacking-Online 8 6400 7 0.021032 0.021032 0.021068 67.302846 3200 3200 6x 100 ok
BMA 8 6400 8 0.005770 0.000056 0.000069 18.464283 3200 3200 6x 100 ok
Stacking-Online 8 6400 8 0.021343 0.021329 0.021407 68.296947 3200 3200 6x 100 ok
BMA 8 6400 9 0.005760 0.000056 0.000069 18.430992 3200 3200 6x 100 ok
Stacking-Online 8 6400 9 0.021298 0.021291 0.021371 68.154174 3200 3200 6x 100 ok
BMA 16 6400 0 0.040901 0.000053 0.000064 130.882253 3200 3200 6x 100 ok
Stacking-Online 16 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 6400 1 0.040886 0.000053 0.000065 130.834286 3200 3200 6x 100 ok
Stacking-Online 16 6400 1 0.059267 0.059154 0.059360 189.654449 3200 3200 6x 100 ok
BMA 16 6400 2 0.041335 0.000054 0.000066 132.272217 3200 3200 6x 100 ok
Stacking-Online 16 6400 2 0.059453 0.059361 0.059516 190.249029 3200 3200 6x 100 ok
BMA 16 6400 3 0.041288 0.000054 0.000066 132.121426 3200 3200 6x 100 ok
Stacking-Online 16 6400 3 0.059524 0.059378 0.059687 190.476025 3200 3200 6x 100 ok
BMA 16 6400 4 0.040886 0.000053 0.000064 130.836338 3200 3200 6x 100 ok
Stacking-Online 16 6400 4 0.059120 0.059016 0.059316 189.184579 3200 3200 6x 100 ok
BMA 16 6400 5 0.040908 0.000053 0.000064 130.905116 3200 3200 6x 100 ok
Stacking-Online 16 6400 5 0.059379 0.059283 0.059459 190.011479 3200 3200 6x 100 ok
BMA 16 6400 6 0.040909 0.000053 0.000064 130.909856 3200 3200 6x 100 ok
Stacking-Online 16 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 6400 7 0.040893 0.000053 0.000064 130.858866 3200 3200 6x 100 ok
Stacking-Online 16 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 6400 8 0.040909 0.000053 0.000064 130.908513 3200 3200 6x 100 ok
Stacking-Online 16 6400 8 0.059465 0.059370 0.059567 190.288917 3200 3200 6x 100 ok
BMA 16 6400 9 0.041291 0.000054 0.000065 132.131910 3200 3200 6x 100 ok
Stacking-Online 16 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 2 12800 0 0.003652 0.000055 0.000065 23.374634 6400 6400 6x 100 ok
Stacking-Online 2 12800 0 0.005548 0.005450 0.005469 35.505959 6400 6400 6x 100 ok
BMA 2 12800 1 0.003682 0.000055 0.000066 23.566762 6400 6400 6x 100 ok
Stacking-Online 2 12800 1 0.005574 0.005463 0.005483 35.671581 6400 6400 6x 100 ok
BMA 2 12800 2 0.003668 0.000055 0.000066 23.472639 6400 6400 6x 100 ok
Stacking-Online 2 12800 2 0.005588 0.005490 0.005506 35.762961 6400 6400 6x 100 ok
BMA 2 12800 3 0.003666 0.000055 0.000065 23.460297 6400 6400 6x 100 ok
Stacking-Online 2 12800 3 0.005564 0.005466 0.005484 35.606550 6400 6400 6x 100 ok
BMA 2 12800 4 0.003670 0.000055 0.000066 23.491029 6400 6400 6x 100 ok
Stacking-Online 2 12800 4 0.005557 0.005457 0.005480 35.561816 6400 6400 6x 100 ok
BMA 2 12800 5 0.003658 0.000055 0.000066 23.410565 6400 6400 6x 100 ok
Stacking-Online 2 12800 5 0.005568 0.005466 0.005495 35.633961 6400 6400 6x 100 ok
BMA 2 12800 6 0.003684 0.000055 0.000065 23.578742 6400 6400 6x 100 ok
Stacking-Online 2 12800 6 0.005564 0.005467 0.005483 35.609385 6400 6400 6x 100 ok
BMA 2 12800 7 0.003663 0.000055 0.000065 23.440448 6400 6400 6x 100 ok
Stacking-Online 2 12800 7 0.005471 0.005373 0.005392 35.011470 6400 6400 6x 100 ok
BMA 2 12800 8 0.003656 0.000055 0.000065 23.401171 6400 6400 6x 100 ok
Stacking-Online 2 12800 8 0.005549 0.005451 0.005470 35.511872 6400 6400 6x 100 ok
BMA 2 12800 9 0.003674 0.000055 0.000066 23.512093 6400 6400 6x 100 ok
Stacking-Online 2 12800 9 0.005569 0.005471 0.005501 35.640524 6400 6400 6x 100 ok
BMA 4 12800 0 0.004442 0.000055 0.000066 28.426896 6400 6400 6x 100 ok
Stacking-Online 4 12800 0 0.009645 0.009561 0.009637 61.725454 6400 6400 6x 100 ok
BMA 4 12800 1 0.004429 0.000055 0.000066 28.347813 6400 6400 6x 100 ok
Stacking-Online 4 12800 1 0.009615 0.009551 0.009590 61.538141 6400 6400 6x 100 ok
BMA 4 12800 2 0.004422 0.000055 0.000065 28.302208 6400 6400 6x 100 ok
Stacking-Online 4 12800 2 0.009602 0.009537 0.009583 61.452934 6400 6400 6x 100 ok
BMA 4 12800 3 0.004447 0.000056 0.000066 28.459862 6400 6400 6x 100 ok
Stacking-Online 4 12800 3 0.009672 0.009611 0.009639 61.902929 6400 6400 6x 100 ok
BMA 4 12800 4 0.004443 0.000055 0.000066 28.436538 6400 6400 6x 100 ok
Stacking-Online 4 12800 4 0.009600 0.009539 0.009570 61.438420 6400 6400 6x 100 ok
BMA 4 12800 5 0.004417 0.000054 0.000065 28.268807 6400 6400 6x 100 ok
Stacking-Online 4 12800 5 0.009600 0.009539 0.009576 61.441004 6400 6400 6x 100 ok
BMA 4 12800 6 0.004410 0.000054 0.000065 28.225390 6400 6400 6x 100 ok
Stacking-Online 4 12800 6 0.009597 0.009535 0.009571 61.423226 6400 6400 6x 100 ok
BMA 4 12800 7 0.004456 0.000055 0.000066 28.519709 6400 6400 6x 100 ok
Stacking-Online 4 12800 7 0.009617 0.009556 0.009584 61.550364 6400 6400 6x 100 ok
BMA 4 12800 8 0.004435 0.000055 0.000066 28.384619 6400 6400 6x 100 ok
Stacking-Online 4 12800 8 0.009666 0.009584 0.009625 61.860314 6400 6400 6x 100 ok
BMA 4 12800 9 0.004443 0.000055 0.000065 28.435635 6400 6400 6x 100 ok
Stacking-Online 4 12800 9 0.009627 0.009549 0.009590 61.610881 6400 6400 6x 100 ok
BMA 8 12800 0 0.010101 0.000055 0.000067 64.644009 6400 6400 6x 100 ok
Stacking-Online 8 12800 0 0.021223 0.021098 0.021186 135.827900 6400 6400 6x 100 ok
BMA 8 12800 1 0.010090 0.000055 0.000067 64.576641 6400 6400 6x 100 ok
Stacking-Online 8 12800 1 0.021295 0.021169 0.021320 136.289630 6400 6400 6x 100 ok
BMA 8 12800 2 0.010127 0.000056 0.000067 64.811124 6400 6400 6x 100 ok
Stacking-Online 8 12800 2 0.021357 0.021142 0.021226 136.686232 6400 6400 6x 100 ok
BMA 8 12800 3 0.010026 0.000054 0.000065 64.165360 6400 6400 6x 100 ok
Stacking-Online 8 12800 3 0.021271 0.021147 0.021233 136.135255 6400 6400 6x 100 ok
BMA 8 12800 4 0.010130 0.000055 0.000066 64.829231 6400 6400 6x 100 ok
Stacking-Online 8 12800 4 0.021267 0.021154 0.021223 136.106498 6400 6400 6x 100 ok
BMA 8 12800 5 0.010116 0.000056 0.000068 64.739525 6400 6400 6x 100 ok
Stacking-Online 8 12800 5 0.021362 0.021168 0.021244 136.719712 6400 6400 6x 100 ok
BMA 8 12800 6 0.010152 0.000055 0.000066 64.973698 6400 6400 6x 100 ok
Stacking-Online 8 12800 6 0.021243 0.021132 0.021215 135.956856 6400 6400 6x 100 ok
BMA 8 12800 7 0.010103 0.000055 0.000067 64.656646 6400 6400 6x 100 ok
Stacking-Online 8 12800 7 0.021222 0.021108 0.021186 135.819411 6400 6400 6x 100 ok
BMA 8 12800 8 0.010101 0.000056 0.000067 64.648382 6400 6400 6x 100 ok
Stacking-Online 8 12800 8 0.021329 0.021222 0.021280 136.508041 6400 6400 6x 100 ok
BMA 8 12800 9 0.010126 0.000055 0.000066 64.804987 6400 6400 6x 100 ok
Stacking-Online 8 12800 9 0.021316 0.021210 0.021269 136.425477 6400 6400 6x 100 ok
BMA 16 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 32 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 32 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 64 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 64 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 2 25600 0 0.007123 0.000054 0.000063 91.177666 12800 12800 6x 100 ok
Stacking-Online 2 25600 0 0.005506 0.005407 0.005430 70.476746 12800 12800 6x 100 ok
BMA 2 25600 1 0.007085 0.000054 0.000064 90.686958 12800 12800 6x 100 ok
Stacking-Online 2 25600 1 0.005478 0.005427 0.005445 70.123570 12800 12800 6x 100 ok
BMA 2 25600 2 0.007087 0.000054 0.000064 90.708559 12800 12800 6x 100 ok
Stacking-Online 2 25600 2 0.005480 0.005428 0.005447 70.137800 12800 12800 6x 100 ok
BMA 2 25600 3 0.007125 0.000055 0.000064 91.201480 12800 12800 6x 100 ok
Stacking-Online 2 25600 3 0.005361 0.005312 0.005329 68.620687 12800 12800 6x 100 ok
BMA 2 25600 4 0.007183 0.000055 0.000064 91.939738 12800 12800 6x 100 ok
Stacking-Online 2 25600 4 0.005480 0.005406 0.005431 70.143878 12800 12800 6x 100 ok
BMA 2 25600 5 0.007133 0.000054 0.000063 91.305341 12800 12800 6x 100 ok
Stacking-Online 2 25600 5 0.005481 0.005429 0.005447 70.153236 12800 12800 6x 100 ok
BMA 2 25600 6 0.007103 0.000054 0.000064 90.915029 12800 12800 6x 100 ok
Stacking-Online 2 25600 6 0.005490 0.005395 0.005412 70.267241 12800 12800 6x 100 ok
BMA 2 25600 7 0.007132 0.000055 0.000064 91.295580 12800 12800 6x 100 ok
Stacking-Online 2 25600 7 0.005469 0.005416 0.005441 70.005100 12800 12800 6x 100 ok
BMA 2 25600 8 0.007155 0.000054 0.000064 91.583149 12800 12800 6x 100 ok
Stacking-Online 2 25600 8 0.005457 0.005405 0.005427 69.846170 12800 12800 6x 100 ok
BMA 2 25600 9 0.007160 0.000054 0.000064 91.652806 12800 12800 6x 100 ok
Stacking-Online 2 25600 9 0.005480 0.005428 0.005449 70.148420 12800 12800 6x 100 ok
BMA 4 25600 0 0.008487 0.000055 0.000064 108.634545 12800 12800 6x 100 ok
Stacking-Online 4 25600 0 0.008276 0.008243 0.008264 105.937216 12800 12800 6x 100 ok
BMA 4 25600 1 0.008523 0.000055 0.000064 109.089535 12800 12800 6x 100 ok
Stacking-Online 4 25600 1 0.008422 0.008385 0.008423 107.804938 12800 12800 6x 100 ok
BMA 4 25600 2 0.008524 0.000055 0.000064 109.108601 12800 12800 6x 100 ok
Stacking-Online 4 25600 2 0.008426 0.008391 0.008423 107.853064 12800 12800 6x 100 ok
BMA 4 25600 3 0.008497 0.000055 0.000064 108.766275 12800 12800 6x 100 ok
Stacking-Online 4 25600 3 0.008497 0.008453 0.008484 108.756118 12800 12800 6x 100 ok
BMA 4 25600 4 0.008492 0.000054 0.000063 108.698649 12800 12800 6x 100 ok
Stacking-Online 4 25600 4 0.008279 0.008227 0.008378 105.968733 12800 12800 6x 100 ok
BMA 4 25600 5 0.008463 0.000054 0.000064 108.324691 12800 12800 6x 100 ok
Stacking-Online 4 25600 5 0.008256 0.008224 0.008252 105.679192 12800 12800 6x 100 ok
BMA 4 25600 6 0.008482 0.000055 0.000064 108.571350 12800 12800 6x 100 ok
Stacking-Online 4 25600 6 0.008281 0.008237 0.008269 105.998251 12800 12800 6x 100 ok
BMA 4 25600 7 0.008504 0.000054 0.000063 108.848893 12800 12800 6x 100 ok
Stacking-Online 4 25600 7 0.008438 0.008404 0.008430 108.011404 12800 12800 6x 100 ok
BMA 4 25600 8 0.008493 0.000054 0.000064 108.707580 12800 12800 6x 100 ok
Stacking-Online 4 25600 8 0.008255 0.008226 0.008249 105.670371 12800 12800 6x 100 ok
BMA 4 25600 9 0.008481 0.000054 0.000064 108.552483 12800 12800 6x 100 ok
Stacking-Online 4 25600 9 0.008250 0.008217 0.008246 105.593955 12800 12800 6x 100 ok
BMA 8 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 8 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 8 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
Stacking-Online 16 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
BMA 16 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 6x 100 timeout
