method vars sample run_id time median p95 total stream warmup drift retrain_every status
Stacking-Online 2 6400 9 0.005346 0.005342 0.005361 17.106427 3200 3200 3x 100 ok
BMA 4 6400 0 0.002539 0.000054 0.000065 8.125583 3200 3200 3x 100 ok
Stacking-Online 4 6400 0 0.007741 0.007741 0.007762 24.771947 3200 3200 3x 100 ok
BMA 4 6400 1 0.002501 0.000054 0.000065 8.003265 3200 3200 3x 100 ok
Stacking-Online 4 6400 1 0.007974 0.007882 0.007909 25.516153 3200 3200 3x 100 ok
BMA 4 6400 2 0.002492 0.000054 0.000065 7.975509 3200 3200 3x 100 ok
Stacking-Online 4 6400 2 0.007729 0.007728 0.007747 24.732519 3200 3200 3x 100 ok
BMA 4 6400 3 0.002507 0.000054 0.000065 8.021519 3200 3200 3x 100 ok
Stacking-Online 4 6400 3 0.007741 0.007742 0.007764 24.772715 3200 3200 3x 100 ok
BMA 4 6400 4 0.002535 0.000055 0.000067 8.110456 3200 3200 3x 100 ok
Stacking-Online 4 6400 4 0.007751 0.007752 0.007767 24.804789 3200 3200 3x 100 ok
BMA 4 6400 5 0.002502 0.000054 0.000065 8.004880 3200 3200 3x 100 ok
Stacking-Online 4 6400 5 0.007985 0.007893 0.007921 25.551139 3200 3200 3x 100 ok
BMA 4 6400 6 0.002528 0.000055 0.000066 8.088630 3200 3200 3x 100 ok
Stacking-Online 4 6400 6 0.007732 0.007730 0.007754 24.741694 3200 3200 3x 100 ok
BMA 4 6400 7 0.002495 0.000054 0.000065 7.985187 3200 3200 3x 100 ok
Stacking-Online 4 6400 7 0.007827 0.007740 0.007761 25.047192 3200 3200 3x 100 ok
BMA 4 6400 8 0.002496 0.000054 0.000065 7.987080 3200 3200 3x 100 ok
Stacking-Online 4 6400 8 0.007733 0.007732 0.007755 24.746344 3200 3200 3x 100 ok
BMA 4 6400 9 0.002493 0.000054 0.000065 7.976389 3200 3200 3x 100 ok
Stacking-Online 4 6400 9 0.007745 0.007745 0.007764 24.784842 3200 3200 3x 100 ok
BMA 8 6400 0 0.006528 0.000054 0.000064 20.888810 3200 3200 3x 100 ok
Stacking-Online 8 6400 0 0.020667 0.020628 0.020802 66.135214 3200 3200 3x 100 ok
BMA 8 6400 1 0.006538 0.000054 0.000065 20.922606 3200 3200 3x 100 ok
Stacking-Online 8 6400 1 0.021081 0.021019 0.021229 67.458345 3200 3200 3x 100 ok
BMA 8 6400 2 0.006525 0.000054 0.000065 20.879301 3200 3200 3x 100 ok
Stacking-Online 8 6400 2 0.020608 0.020569 0.020653 65.946857 3200 3200 3x 100 ok
BMA 8 6400 3 0.006544 0.000054 0.000065 20.940084 3200 3200 3x 100 ok
Stacking-Online 8 6400 3 0.020815 0.020588 0.020892 66.607735 3200 3200 3x 100 ok
BMA 8 6400 4 0.006536 0.000054 0.000065 20.916115 3200 3200 3x 100 ok
Stacking-Online 8 6400 4 0.020560 0.020513 0.020708 65.791989 3200 3200 3x 100 ok
BMA 8 6400 5 0.006551 0.000054 0.000066 20.963368 3200 3200 3x 100 ok
Stacking-Online 8 6400 5 0.021088 0.021018 0.021799 67.480848 3200 3200 3x 100 ok
BMA 8 6400 6 0.006586 0.000054 0.000065 21.076083 3200 3200 3x 100 ok
Stacking-Online 8 6400 6 0.020724 0.020602 0.020674 66.316718 3200 3200 3x 100 ok
BMA 8 6400 7 0.006629 0.000055 0.000067 21.211826 3200 3200 3x 100 ok
Stacking-Online 8 6400 7 0.020710 0.020591 0.020642 66.271431 3200 3200 3x 100 ok
BMA 8 6400 8 0.006539 0.000054 0.000065 20.924155 3200 3200 3x 100 ok
Stacking-Online 8 6400 8 0.021133 0.020996 0.021216 67.626297 3200 3200 3x 100 ok
BMA 8 6400 9 0.006536 0.000054 0.000065 20.915018 3200 3200 3x 100 ok
Stacking-Online 8 6400 9 0.020865 0.020560 0.020654 66.769478 3200 3200 3x 100 ok
BMA 16 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 6400 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 2 12800 0 0.003635 0.000054 0.000064 23.265834 6400 6400 3x 100 ok
Stacking-Online 2 12800 0 0.005386 0.005335 0.005355 34.467739 6400 6400 3x 100 ok
BMA 2 12800 1 0.003660 0.000055 0.000065 23.426225 6400 6400 3x 100 ok
Stacking-Online 2 12800 1 0.005458 0.005397 0.005420 34.928593 6400 6400 3x 100 ok
BMA 2 12800 2 0.003659 0.000055 0.000065 23.416428 6400 6400 3x 100 ok
Stacking-Online 2 12800 2 0.005466 0.005418 0.005448 34.985268 6400 6400 3x 100 ok
BMA 2 12800 3 0.003642 0.000054 0.000064 23.308435 6400 6400 3x 100 ok
Stacking-Online 2 12800 3 0.005459 0.005414 0.005429 34.934525 6400 6400 3x 100 ok
BMA 2 12800 4 0.003654 0.000055 0.000065 23.383096 6400 6400 3x 100 ok
Stacking-Online 2 12800 4 0.005458 0.005412 0.005428 34.931104 6400 6400 3x 100 ok
BMA 2 12800 5 0.003652 0.000055 0.000064 23.373743 6400 6400 3x 100 ok
Stacking-Online 2 12800 5 0.005447 0.005402 0.005419 34.862906 6400 6400 3x 100 ok
BMA 2 12800 6 0.003661 0.000055 0.000065 23.430042 6400 6400 3x 100 ok
Stacking-Online 2 12800 6 0.005445 0.005399 0.005417 34.848835 6400 6400 3x 100 ok
BMA 2 12800 7 0.003611 0.000054 0.000063 23.112793 6400 6400 3x 100 ok
Stacking-Online 2 12800 7 0.005366 0.005321 0.005339 34.342620 6400 6400 3x 100 ok
BMA 2 12800 8 0.003647 0.000054 0.000064 23.342904 6400 6400 3x 100 ok
Stacking-Online 2 12800 8 0.005362 0.005318 0.005332 34.317956 6400 6400 3x 100 ok
BMA 2 12800 9 0.003629 0.000054 0.000064 23.226536 6400 6400 3x 100 ok
Stacking-Online 2 12800 9 0.005377 0.005330 0.005349 34.411132 6400 6400 3x 100 ok
BMA 4 12800 0 0.004463 0.000055 0.000065 28.562627 6400 6400 3x 100 ok
Stacking-Online 4 12800 0 0.009355 0.009301 0.009324 59.871358 6400 6400 3x 100 ok
BMA 4 12800 1 0.004481 0.000054 0.000064 28.676136 6400 6400 3x 100 ok
Stacking-Online 4 12800 1 0.009329 0.009281 0.009319 59.704552 6400 6400 3x 100 ok
BMA 4 12800 2 0.004468 0.000054 0.000064 28.597296 6400 6400 3x 100 ok
Stacking-Online 4 12800 2 0.009290 0.009243 0.009279 59.458598 6400 6400 3x 100 ok
BMA 4 12800 3 0.004501 0.000055 0.000065 28.803662 6400 6400 3x 100 ok
Stacking-Online 4 12800 3 0.009321 0.009273 0.009311 59.651996 6400 6400 3x 100 ok
BMA 4 12800 4 0.004416 0.000054 0.000064 28.260598 6400 6400 3x 100 ok
Stacking-Online 4 12800 4 0.009316 0.009271 0.009295 59.619707 6400 6400 3x 100 ok
BMA 4 12800 5 0.004472 0.000054 0.000064 28.621557 6400 6400 3x 100 ok
Stacking-Online 4 12800 5 0.009311 0.009265 0.009293 59.591491 6400 6400 3x 100 ok
BMA 4 12800 6 0.004460 0.000055 0.000064 28.546645 6400 6400 3x 100 ok
Stacking-Online 4 12800 6 0.009320 0.009275 0.009296 59.647060 6400 6400 3x 100 ok
BMA 4 12800 7 0.004441 0.000054 0.000064 28.423061 6400 6400 3x 100 ok
Stacking-Online 4 12800 7 0.009299 0.009254 0.009283 59.510797 6400 6400 3x 100 ok
BMA 4 12800 8 0.004429 0.000053 0.000064 28.342491 6400 6400 3x 100 ok
Stacking-Online 4 12800 8 0.009331 0.009283 0.009310 59.716803 6400 6400 3x 100 ok
BMA 4 12800 9 0.004451 0.000054 0.000064 28.485019 6400 6400 3x 100 ok
Stacking-Online 4 12800 9 0.009303 0.009257 0.009287 59.537841 6400 6400 3x 100 ok
BMA 8 12800 0 0.009991 0.000054 0.000065 63.939317 6400 6400 3x 100 ok
Stacking-Online 8 12800 0 0.020657 0.020515 0.020594 132.204796 6400 6400 3x 100 ok
BMA 8 12800 1 0.009955 0.000054 0.000064 63.714661 6400 6400 3x 100 ok
Stacking-Online 8 12800 1 0.020671 0.020540 0.020582 132.297369 6400 6400 3x 100 ok
BMA 8 12800 2 0.010060 0.000055 0.000066 64.381804 6400 6400 3x 100 ok
Stacking-Online 8 12800 2 0.020692 0.020560 0.020600 132.426827 6400 6400 3x 100 ok
BMA 8 12800 3 0.010040 0.000055 0.000067 64.256744 6400 6400 3x 100 ok
Stacking-Online 8 12800 3 0.021077 0.020896 0.020944 134.890345 6400 6400 3x 100 ok
BMA 8 12800 4 0.010049 0.000055 0.000066 64.315730 6400 6400 3x 100 ok
Stacking-Online 8 12800 4 0.020965 0.020823 0.020902 134.176257 6400 6400 3x 100 ok
BMA 8 12800 5 0.010047 0.000055 0.000065 64.299084 6400 6400 3x 100 ok
Stacking-Online 8 12800 5 0.021030 0.020845 0.020911 134.589263 6400 6400 3x 100 ok
BMA 8 12800 6 0.010041 0.000055 0.000066 64.259892 6400 6400 3x 100 ok
Stacking-Online 8 12800 6 0.020943 0.020800 0.020885 134.032651 6400 6400 3x 100 ok
BMA 8 12800 7 0.010067 0.000055 0.000065 64.427073 6400 6400 3x 100 ok
Stacking-Online 8 12800 7 0.020992 0.020856 0.020903 134.347309 6400 6400 3x 100 ok
BMA 8 12800 8 0.010030 0.000055 0.000066 64.192081 6400 6400 3x 100 ok
Stacking-Online 8 12800 8 0.020994 0.020814 0.020873 134.359859 6400 6400 3x 100 ok
BMA 8 12800 9 0.010041 0.000055 0.000066 64.262918 6400 6400 3x 100 ok
Stacking-Online 8 12800 9 0.021041 0.020905 0.020955 134.660222 6400 6400 3x 100 ok
BMA 16 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 12800 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 2 25600 0 0.007089 0.000055 0.000064 90.743310 12800 12800 3x 100 ok
Stacking-Online 2 25600 0 0.005538 0.005443 0.005465 70.884334 12800 12800 3x 100 ok
BMA 2 25600 1 0.007049 0.000054 0.000063 90.223832 12800 12800 3x 100 ok
Stacking-Online 2 25600 1 0.005408 0.005358 0.005374 69.222960 12800 12800 3x 100 ok
BMA 2 25600 2 0.007114 0.000055 0.000065 91.056905 12800 12800 3x 100 ok
Stacking-Online 2 25600 2 0.005408 0.005364 0.005378 69.223318 12800 12800 3x 100 ok
BMA 2 25600 3 0.007131 0.000055 0.000065 91.273504 12800 12800 3x 100 ok
Stacking-Online 2 25600 3 0.005400 0.005356 0.005370 69.125131 12800 12800 3x 100 ok
BMA 2 25600 4 0.007075 0.000054 0.000064 90.565103 12800 12800 3x 100 ok
Stacking-Online 2 25600 4 0.005450 0.005358 0.005376 69.762466 12800 12800 3x 100 ok
BMA 2 25600 5 0.007059 0.000055 0.000065 90.359672 12800 12800 3x 100 ok
Stacking-Online 2 25600 5 0.005489 0.005443 0.005462 70.263212 12800 12800 3x 100 ok
BMA 2 25600 6 0.007082 0.000055 0.000064 90.645641 12800 12800 3x 100 ok
Stacking-Online 2 25600 6 0.005541 0.005452 0.005472 70.928944 12800 12800 3x 100 ok
BMA 2 25600 7 0.007071 0.000055 0.000064 90.509887 12800 12800 3x 100 ok
Stacking-Online 2 25600 7 0.005511 0.005444 0.005461 70.537055 12800 12800 3x 100 ok
BMA 2 25600 8 0.007054 0.000054 0.000064 90.286509 12800 12800 3x 100 ok
Stacking-Online 2 25600 8 0.005408 0.005364 0.005378 69.228160 12800 12800 3x 100 ok
BMA 2 25600 9 0.007109 0.000055 0.000065 90.994094 12800 12800 3x 100 ok
Stacking-Online 2 25600 9 0.005495 0.005448 0.005467 70.337867 12800 12800 3x 100 ok
BMA 4 25600 0 0.008388 0.000056 0.000065 107.367600 12800 12800 3x 100 ok
Stacking-Online 4 25600 0 0.008469 0.008444 0.008469 108.407002 12800 12800 3x 100 ok
BMA 4 25600 1 0.008355 0.000055 0.000064 106.937948 12800 12800 3x 100 ok
Stacking-Online 4 25600 1 0.008451 0.008425 0.008457 108.178101 12800 12800 3x 100 ok
BMA 4 25600 2 0.008386 0.000055 0.000065 107.336675 12800 12800 3x 100 ok
Stacking-Online 4 25600 2 0.008445 0.008418 0.008451 108.096595 12800 12800 3x 100 ok
BMA 4 25600 3 0.008405 0.000055 0.000065 107.585078 12800 12800 3x 100 ok
Stacking-Online 4 25600 3 0.008409 0.008385 0.008414 107.639913 12800 12800 3x 100 ok
BMA 4 25600 4 0.008412 0.000055 0.000065 107.677466 12800 12800 3x 100 ok
Stacking-Online 4 25600 4 0.008455 0.008432 0.008455 108.228211 12800 12800 3x 100 ok
BMA 4 25600 5 0.008310 0.000054 0.000064 106.367593 12800 12800 3x 100 ok
Stacking-Online 4 25600 5 0.008300 0.008300 0.008318 106.244198 12800 12800 3x 100 ok
BMA 4 25600 6 0.008373 0.000055 0.000065 107.177789 12800 12800 3x 100 ok
Stacking-Online 4 25600 6 0.008427 0.008424 0.008447 107.861963 12800 12800 3x 100 ok
BMA 4 25600 7 0.008377 0.000055 0.000065 107.225859 12800 12800 3x 100 ok
Stacking-Online 4 25600 7 0.008405 0.008403 0.008428 107.579955 12800 12800 3x 100 ok
BMA 4 25600 8 0.008363 0.000055 0.000065 107.046522 12800 12800 3x 100 ok
Stacking-Online 4 25600 8 0.008399 0.008396 0.008425 107.504853 12800 12800 3x 100 ok
BMA 4 25600 9 0.008382 0.000055 0.000065 107.289048 12800 12800 3x 100 ok
Stacking-Online 4 25600 9 0.008430 0.008406 0.008435 107.905080 12800 12800 3x 100 ok
BMA 8 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 8 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 8 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 16 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 16 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
